timestamp_folder,pig_id,pig_present,median_depth,mean_depth,depth_std,depth_iqr,valid_pct,threshold
20260202-10-04-45,14,1,821.0,1111.5,467.9,763.0,58.2,1463
20260202-10-04-45,15,1,679.0,934.8,511.2,790.0,59.3,1463
20260202-10-04-45,16,1,949.0,1172.2,472.9,753.0,53.0,1463
20260202-10-04-45,17,0,1545.0,1463.2,519.0,506.2,44.5,1463
20260202-10-04-45,18,1,862.0,1057.0,502.9,759.0,58.3,1463
20260202-13-58-55,0,1,1085.0,1208.0,449.1,599.0,54.1,1463
20260202-13-58-55,1,0,1539.0,1432.6,542.3,472.0,46.8,1463
20260202-13-58-55,2,1,1315.0,1278.8,351.9,509.0,56.5,1463
20260202-13-58-55,3,1,1063.0,1181.6,439.9,616.0,60.4,1463
20260202-13-58-55,4,1,704.0,926.5,436.8,634.0,63.7,1463
20260202-13-58-55,5,1,618.0,992.0,581.6,966.0,59.7,1463
20260202-13-58-55,6,1,847.0,1109.0,473.0,772.0,59.4,1463
20260202-13-58-55,7,1,708.0,925.2,442.9,642.0,63.8,1463
20260202-13-58-55,8,1,795.0,1081.5,488.0,747.0,57.7,1463
20260202-13-58-55,9,0,1554.0,1488.8,489.9,520.0,46.3,1463
20260202-13-58-55,10,1,650.0,962.7,511.0,856.0,61.4,1463
20260202-13-58-55,11,1,655.0,962.5,511.8,823.0,60.7,1463
20260202-13-58-55,12,1,997.0,1205.4,475.1,707.0,57.4,1463
20260202-13-58-55,13,0,1586.0,1509.1,480.6,483.0,45.9,1463
20260202-13-58-55,14,1,1296.0,1311.4,439.0,657.0,56.6,1463
20260202-13-58-55,15,1,490.0,769.4,540.5,786.0,61.9,1463
20260202-13-58-55,16,1,368.0,572.9,480.9,112.0,62.0,1463
20260202-13-58-55,17,0,1541.0,1415.4,572.5,528.0,44.9,1463
20260202-13-58-55,18,1,858.0,973.2,505.1,616.0,58.7,1463
20260202-16-17-28,0,1,935.0,1129.4,439.1,648.0,59.3,1463
20260202-16-17-28,1,1,851.0,1119.4,485.8,724.0,57.1,1463
20260202-16-17-28,2,0,1543.0,1422.8,547.8,456.0,44.7,1463
20260202-16-17-28,3,1,1322.0,1330.2,375.0,414.0,54.2,1463
20260202-16-17-28,4,1,1098.0,1219.2,474.8,685.0,57.5,1463
20260202-16-17-28,5,1,942.0,1141.9,435.7,668.0,59.0,1463
20260202-16-17-28,6,1,797.0,1101.3,488.4,797.0,59.3,1463
20260202-16-17-28,7,1,1283.0,1250.1,422.0,579.0,54.1,1463
20260202-16-17-28,8,1,498.0,662.9,424.3,103.0,68.2,1463
20260202-16-17-28,9,1,955.0,1178.6,444.1,683.0,56.8,1463
20260202-16-17-28,10,0,1557.0,1497.3,473.2,503.0,45.4,1463
20260202-16-17-28,11,1,672.0,942.3,491.8,748.0,60.4,1463
20260202-16-17-28,12,1,612.0,866.6,480.4,712.0,61.9,1463
20260202-16-17-28,13,1,525.0,805.0,519.9,821.0,67.8,1463
20260202-16-17-28,14,0,1596.0,1523.9,474.3,492.0,46.6,1463
20260202-16-17-28,15,1,1278.0,1285.8,427.4,638.0,57.0,1463
20260202-16-17-28,16,1,641.0,954.8,556.3,857.0,56.3,1463
20260202-16-17-28,17,1,399.0,528.8,377.6,113.0,65.1,1463
20260202-16-17-28,18,0,1517.0,1384.0,591.6,528.0,44.2,1463
20260202-16-17-28,19,1,522.0,640.1,422.0,97.0,68.7,1463
20260202-19-08-00,0,1,1338.0,1190.4,594.2,1122.0,49.2,1463
20260202-19-08-00,1,1,1342.0,1266.7,534.1,928.0,47.6,1463
20260202-19-08-00,2,0,1519.0,1431.9,528.6,466.0,46.0,1463
20260202-19-08-00,3,1,1097.0,1219.0,425.4,615.0,54.5,1463
20260202-19-08-00,4,1,897.0,1111.1,492.1,726.0,58.3,1463
20260202-19-08-00,5,1,378.0,423.2,201.1,48.0,70.0,1463
20260202-19-08-00,6,1,775.0,1084.9,494.0,790.0,60.0,1463
20260202-19-08-00,7,1,1307.0,1277.8,505.0,801.0,49.9,1463
20260202-19-08-00,8,1,481.0,744.8,511.0,191.0,67.4,1463
20260202-19-08-00,9,1,906.0,1149.7,448.6,703.0,58.3,1463
20260202-19-08-00,10,0,1537.0,1490.3,474.7,496.0,45.3,1463
20260202-19-08-00,11,1,1324.0,1289.1,493.4,773.0,49.7,1463
20260202-19-08-00,12,1,656.0,897.4,447.0,663.0,60.7,1463
20260202-19-08-00,13,1,1303.0,1274.7,524.4,878.0,48.6,1463
20260202-19-08-00,14,0,1561.0,1499.6,491.1,527.0,44.7,1463
20260202-19-08-00,15,1,1296.0,1236.7,529.4,924.0,48.4,1463
20260202-19-08-00,16,1,1397.0,1327.0,514.7,766.0,46.4,1463
20260202-19-08-00,17,1,1310.0,1308.8,518.1,746.0,45.5,1463
20260202-19-08-00,18,0,1524.0,1392.2,592.5,546.0,45.5,1463
20260202-19-08-00,19,1,1148.0,1125.6,628.2,1306.0,49.5,1463
20260202-23-13-07,0,1,1344.0,1232.4,573.8,1060.0,48.3,1463
20260202-23-13-07,1,1,1343.0,1271.2,553.9,981.0,46.9,1463
20260202-23-13-07,2,0,1533.0,1438.3,534.4,485.0,46.5,1463
20260202-23-13-07,3,1,1324.0,1274.4,477.2,723.0,47.7,1463
20260202-23-13-07,4,1,1321.0,1229.8,545.8,900.0,50.6,1463
20260202-23-13-07,5,1,1311.0,1244.2,529.9,910.0,48.5,1463
20260202-23-13-07,6,1,1340.0,1366.7,498.3,684.0,46.2,1463
20260202-23-13-07,7,1,1304.0,1307.5,508.8,784.0,46.9,1463
20260202-23-13-07,8,1,1302.0,1283.3,529.3,907.2,51.2,1463
20260202-23-13-07,9,1,1333.0,1336.9,473.9,743.0,48.6,1463
20260202-23-13-07,10,0,1536.0,1495.2,466.2,532.0,47.8,1463
20260202-23-13-07,11,1,1334.0,1305.6,510.1,925.0,48.5,1463
20260202-23-13-07,12,1,1379.0,1400.1,432.2,576.0,49.5,1463
20260202-23-13-07,13,1,1306.0,1296.2,521.3,871.0,48.3,1463
20260202-23-13-07,14,0,1564.0,1487.8,506.7,528.0,45.8,1463
20260202-23-13-07,15,1,1325.0,1307.2,504.8,728.0,46.2,1463
20260202-23-13-07,16,1,1359.0,1326.5,526.3,831.0,45.8,1463
20260202-23-13-07,17,1,1315.0,1311.8,539.0,836.0,45.3,1463
20260202-23-13-07,18,0,1518.0,1389.8,579.8,566.0,46.0,1463
20260202-23-13-07,19,1,1121.0,1109.9,629.7,1332.0,50.4,1463
20260203-01-21-00,0,1,461.0,660.0,452.3,111.0,67.1,1463
20260203-01-21-00,1,1,1343.0,1274.6,538.0,937.0,46.3,1463
20260203-01-21-00,2,0,1540.0,1452.2,519.6,482.0,46.2,1463
20260203-01-21-00,3,1,1329.0,1289.0,478.3,737.0,47.7,1463
20260203-01-21-00,4,1,1321.0,1207.7,550.1,889.0,51.6,1463
20260203-01-21-00,5,1,1313.0,1233.7,544.9,983.0,48.2,1463
20260203-01-21-00,6,1,1354.0,1375.9,479.1,603.0,46.7,1463
20260203-01-21-00,7,1,1307.0,1292.3,504.3,834.0,49.3,1463
20260203-01-21-00,8,1,1297.0,1283.3,518.6,853.0,51.1,1463
20260203-01-21-00,9,1,1383.0,1343.4,486.3,821.0,47.9,1463
20260203-01-21-00,10,0,1537.0,1497.7,464.6,529.0,46.5,1463
20260203-01-21-00,11,1,1321.0,1300.3,506.1,898.0,48.9,1463
20260203-01-21-00,12,1,1382.0,1388.0,429.7,569.0,48.7,1463
20260203-01-21-00,13,1,1301.0,1313.7,504.8,848.0,47.2,1463
20260203-01-21-00,14,0,1564.0,1525.5,447.2,527.0,45.3,1463
20260203-01-21-00,15,1,1318.0,1298.6,523.8,761.0,46.7,1463
20260203-01-21-00,16,1,1357.0,1350.5,498.1,747.0,45.6,1463
20260203-01-21-00,17,1,1324.0,1330.0,530.0,772.0,44.9,1463
20260203-01-21-00,18,0,1534.0,1396.7,588.2,535.5,45.3,1463
20260203-01-21-00,19,1,1173.0,1114.0,634.2,1338.0,49.8,1463
20260203-02-14-17,0,1,1340.0,1245.3,557.7,1008.0,48.3,1463
20260203-02-14-17,1,1,1341.0,1257.7,549.3,989.0,46.5,1463
20260203-02-14-17,2,0,1543.0,1455.6,522.0,490.0,46.9,1463
20260203-02-14-17,3,1,1325.0,1281.8,475.1,727.0,47.3,1463
20260203-02-14-17,4,1,1326.0,1241.4,539.7,897.0,50.6,1463
20260203-02-14-17,5,1,1317.0,1255.7,529.4,915.0,48.5,1463
20260203-02-14-17,6,1,1333.0,1357.6,492.1,684.0,46.6,1463
20260203-02-14-17,7,1,1304.0,1315.6,498.1,740.0,46.4,1463
20260203-02-14-17,8,1,1297.0,1296.4,516.3,827.0,50.8,1463
20260203-02-14-17,9,1,1396.0,1350.6,503.5,818.0,47.3,1463
20260203-02-14-17,10,0,1534.0,1491.8,468.0,530.0,46.7,1463
20260203-02-14-17,11,1,1310.0,1286.6,500.5,870.0,49.3,1463
20260203-02-14-17,12,1,1359.0,1384.5,427.2,556.0,48.8,1463
20260203-02-14-17,13,1,1298.0,1307.7,507.4,875.0,47.4,1463
20260203-02-14-17,14,0,1568.0,1526.7,454.9,539.0,45.3,1463
20260203-02-14-17,15,1,1323.0,1314.9,516.9,754.0,45.8,1463
20260203-02-14-17,16,1,1316.0,1302.9,516.5,813.0,45.7,1463
20260203-02-14-17,17,1,1353.0,1341.5,530.0,804.0,45.5,1463
20260203-02-14-17,18,0,1524.0,1386.5,584.8,549.0,45.1,1463
20260203-02-14-17,19,1,1155.0,1132.6,624.5,1084.0,49.6,1463
20260203-03-18-14,0,1,1344.0,1251.6,562.3,1011.0,48.0,1463
20260203-03-18-14,1,1,1344.0,1253.4,562.4,1053.0,47.3,1463
20260203-03-18-14,2,0,1518.0,1440.8,526.0,506.0,47.1,1463
20260203-03-18-14,3,1,1349.0,1300.6,501.6,848.0,47.9,1463
20260203-03-18-14,4,1,1327.0,1284.4,518.9,773.0,51.3,1463
20260203-03-18-14,5,1,1316.0,1254.5,524.9,913.0,48.6,1463
20260203-03-18-14,6,1,1332.0,1351.0,487.0,705.0,46.4,1463
20260203-03-18-14,7,1,1302.0,1310.3,501.5,777.0,47.4,1463
20260203-03-18-14,8,1,1305.0,1306.2,500.9,758.0,50.5,1463
20260203-03-18-14,9,1,1365.0,1332.3,518.4,857.0,47.8,1463
20260203-03-18-14,10,0,1538.0,1499.4,463.2,527.0,46.5,1463
20260203-03-18-14,11,1,1322.0,1305.0,501.9,878.0,48.4,1463
20260203-03-18-14,12,1,1375.0,1381.2,439.0,616.0,48.9,1463
20260203-03-18-14,13,1,1306.0,1290.0,517.7,862.0,48.2,1463
20260203-03-18-14,14,0,1557.0,1494.8,490.8,531.0,45.5,1463
20260203-03-18-14,15,1,1314.0,1323.2,511.5,705.0,46.3,1463
20260203-03-18-14,16,1,1327.0,1319.1,506.4,773.8,45.8,1463
20260203-03-18-14,17,1,1325.0,1343.1,524.6,743.0,44.8,1463
20260203-03-18-14,18,0,1527.0,1416.6,561.0,542.0,46.3,1463
20260203-03-18-14,19,1,1162.0,1121.4,628.3,1284.0,49.8,1463
20260203-04-54-09,0,1,1345.0,1248.4,548.7,958.0,50.5,1463
20260203-04-54-09,1,1,1343.0,1225.2,594.2,1156.0,48.0,1463
20260203-04-54-09,2,0,1537.0,1476.6,491.5,500.0,45.6,1463
20260203-04-54-09,3,1,1331.0,1288.4,485.9,758.0,47.6,1463
20260203-04-54-09,4,1,1337.0,1288.3,516.7,737.0,52.2,1463
20260203-04-54-09,5,1,1324.0,1272.9,513.2,844.0,48.8,1463
20260203-04-54-09,6,1,1317.0,1337.5,495.8,729.8,45.8,1463
20260203-04-54-09,7,1,1310.0,1332.1,489.4,743.0,47.5,1463
20260203-04-54-09,8,1,1306.0,1330.3,484.7,709.0,50.2,1463
20260203-04-54-09,9,1,1352.0,1331.5,511.9,852.0,48.2,1463
20260203-04-54-09,10,0,1542.0,1493.3,470.1,528.0,47.3,1463
20260203-04-54-09,11,1,1309.0,1301.7,486.3,809.0,48.9,1463
20260203-04-54-09,12,1,1302.0,1330.1,485.5,761.0,47.4,1463
20260203-04-54-09,13,1,1310.0,1293.2,521.7,860.0,49.2,1463
20260203-04-54-09,14,0,1563.0,1503.5,480.5,518.0,45.1,1463
20260203-04-54-09,15,1,1321.0,1324.2,511.0,747.0,47.2,1463
20260203-04-54-09,16,1,1359.0,1328.9,494.5,766.0,45.5,1463
20260203-04-54-09,17,1,1335.0,1343.6,518.7,738.0,45.0,1463
20260203-04-54-09,18,0,1525.0,1401.6,570.4,545.0,46.1,1463
20260203-04-54-09,19,1,1174.0,1126.7,626.1,1328.0,49.7,1463
20260203-05-58-06,0,1,1358.0,1287.7,540.2,908.0,48.3,1463
20260203-05-58-06,1,1,1365.0,1322.7,542.6,966.0,45.9,1463
20260203-05-58-06,2,0,1511.0,1440.6,513.7,475.0,44.7,1463
20260203-05-58-06,3,1,1339.0,1297.4,478.9,757.0,47.3,1463
20260203-05-58-06,4,1,1344.0,1283.3,483.8,664.0,47.1,1463
20260203-05-58-06,5,1,1342.0,1294.6,493.8,874.0,46.5,1463
20260203-05-58-06,6,1,1330.0,1354.0,474.8,644.0,46.4,1463
20260203-05-58-06,7,1,1313.0,1333.2,494.2,774.0,47.4,1463
20260203-05-58-06,8,1,1313.0,1265.8,550.3,1064.0,50.4,1463
20260203-05-58-06,9,1,1372.0,1333.8,494.2,832.0,46.5,1463
20260203-05-58-06,10,0,1559.0,1514.3,455.0,495.0,45.4,1463
20260203-05-58-06,11,1,1298.0,1269.9,513.3,837.0,47.0,1463
20260203-05-58-06,12,1,1363.0,1373.1,468.3,719.0,47.5,1463
20260203-05-58-06,13,1,1325.0,1313.1,510.4,809.0,49.1,1463
20260203-05-58-06,14,0,1571.0,1514.5,476.7,518.0,45.9,1463
20260203-05-58-06,15,1,1320.0,1324.6,509.2,743.0,46.8,1463
20260203-05-58-06,16,1,1339.0,1316.8,497.7,690.0,47.3,1463
20260203-05-58-06,17,1,1401.0,1337.7,508.4,708.0,45.3,1463
20260203-05-58-06,18,0,1548.0,1414.7,569.8,516.0,45.7,1463
20260203-05-58-06,19,1,1306.0,1154.6,616.4,1084.0,51.2,1463
20260203-06-40-44,0,1,1357.0,1298.9,533.3,838.0,49.7,1463
20260203-06-40-44,1,1,830.0,1090.2,477.5,736.0,59.1,1463
20260203-06-40-44,2,0,1524.0,1447.7,519.2,499.0,46.4,1463
20260203-06-40-44,3,1,1331.0,1289.1,484.9,749.0,47.7,1463
20260203-06-40-44,4,1,1346.0,1296.4,512.9,750.0,51.3,1463
20260203-06-40-44,5,1,1318.0,1254.2,524.6,921.0,50.2,1463
20260203-06-40-44,6,1,1393.5,1380.1,489.2,713.0,46.4,1463
20260203-06-40-44,7,1,531.0,775.6,491.6,442.0,65.4,1463
20260203-06-40-44,8,1,719.0,976.1,478.8,749.0,63.0,1463
20260203-06-40-44,9,1,730.0,1066.5,534.5,899.0,60.5,1463
20260203-06-40-44,10,0,1547.0,1511.8,447.1,496.0,44.8,1463
20260203-06-40-44,11,1,1294.0,1272.7,519.7,873.0,48.2,1463
20260203-06-40-44,12,1,1437.0,1381.9,458.9,565.0,47.3,1463
20260203-06-40-44,13,1,1331.0,1282.8,525.2,854.0,47.2,1463
20260203-06-40-44,14,0,1592.0,1527.7,461.9,495.0,46.8,1463
20260203-06-40-44,15,1,1069.0,1190.4,426.9,613.0,56.8,1463
20260203-06-40-44,16,1,1325.0,1322.9,495.5,675.0,46.1,1463
20260203-06-40-44,17,1,1418.0,1344.0,517.7,817.0,46.8,1463
20260203-06-40-44,18,0,1530.0,1403.4,575.3,536.0,47.0,1463
20260203-06-40-44,19,1,1327.0,1178.2,621.9,1064.0,51.7,1463
20260203-07-23-22,0,1,976.0,1195.9,465.7,727.0,59.4,1463
20260203-07-23-22,1,1,988.0,1189.1,466.3,719.0,56.7,1463
20260203-07-23-22,2,0,1522.0,1448.3,513.2,489.0,47.0,1463
20260203-07-23-22,3,1,1333.0,1287.0,469.3,755.0,50.2,1463
20260203-07-23-22,4,1,944.0,1153.9,490.5,753.0,58.7,1463
20260203-07-23-22,5,1,1355.0,1313.0,511.3,812.0,50.1,1463
20260203-07-23-22,6,1,1335.0,1382.9,395.0,540.0,54.9,1463
20260203-07-23-22,7,1,531.0,795.8,525.7,789.0,65.7,1463
20260203-07-23-22,8,1,1290.0,1271.2,409.9,598.0,58.5,1463
20260203-07-23-22,9,1,1108.0,1219.7,442.9,680.0,55.3,1463
20260203-07-23-22,10,0,1570.0,1518.6,458.2,472.0,47.3,1463
20260203-07-23-22,11,1,803.0,1041.7,423.7,684.0,60.2,1463
20260203-07-23-22,12,1,875.0,1121.4,432.8,726.0,59.3,1463
20260203-07-23-22,13,1,731.0,978.9,467.5,751.0,64.1,1463
20260203-07-23-22,14,0,1585.0,1522.7,456.8,468.0,45.5,1463
20260203-07-23-22,15,1,1262.0,1206.2,425.1,639.0,58.1,1463
20260203-07-23-22,16,1,476.0,659.8,455.2,93.0,65.8,1463
20260203-07-23-22,17,1,935.0,1151.8,447.3,702.0,54.2,1463
20260203-07-23-22,18,0,1540.0,1441.8,532.3,501.0,47.0,1463
20260203-07-23-22,19,1,945.0,1063.1,491.0,643.0,58.1,1463
20260203-08-59-17,0,1,926.0,1153.8,443.8,651.0,58.2,1463
20260203-08-59-17,1,1,1297.0,1260.0,445.6,628.0,56.3,1463
20260203-08-59-17,2,0,1559.0,1460.5,505.9,428.0,46.8,1463
20260203-08-59-17,3,1,706.0,935.7,458.8,683.0,60.5,1463
20260203-08-59-17,4,1,1175.5,1208.9,415.9,591.0,60.7,1463
20260203-08-59-17,5,1,973.0,1173.8,428.8,652.0,57.7,1463
20260203-08-59-17,6,1,423.0,641.4,492.5,89.0,64.7,1463
20260203-08-59-17,7,1,1238.0,1216.7,425.4,614.0,55.0,1463
20260203-08-59-17,8,1,694.0,986.2,496.3,811.5,62.3,1463
20260203-08-59-17,9,1,899.0,1150.8,445.0,703.0,57.4,1463
20260203-08-59-17,10,0,1552.0,1500.3,465.8,482.0,43.8,1463
20260203-08-59-17,11,1,761.0,988.8,410.0,584.0,59.5,1463
20260203-08-59-17,12,1,1265.0,1226.7,430.3,689.0,57.3,1463
20260203-08-59-17,13,1,1303.0,1285.2,408.8,580.0,56.6,1463
20260203-08-59-17,14,0,1611.0,1531.2,474.7,478.0,47.2,1463
20260203-08-59-17,15,1,1146.0,1225.4,457.0,732.0,57.4,1463
20260203-08-59-17,16,1,635.0,878.1,481.9,666.0,60.9,1463
20260203-08-59-17,17,1,1266.0,1245.5,419.5,584.0,54.0,1463
20260203-08-59-17,18,0,1534.0,1403.6,571.5,508.0,47.0,1463
20260203-08-59-17,19,1,981.0,1109.3,512.6,671.0,57.6,1463
