timestamp_folder,pig_id,pig_present,median_depth,mean_depth,depth_std,depth_iqr,valid_pct,threshold
20260131-00-20-29,15,1,1312.0,1288.4,535.8,814.0,45.3,1463
20260131-00-20-29,16,1,1327.0,1337.4,504.2,779.0,42.7,1463
20260131-00-20-29,17,0,1536.0,1471.4,495.4,517.0,42.8,1463
20260131-00-20-29,18,1,1216.0,1172.3,594.2,1031.0,46.3,1463
20260131-03-11-03,0,1,1338.0,1227.9,576.4,1078.0,46.9,1463
20260131-03-11-03,1,0,1542.0,1477.5,497.7,515.0,46.0,1463
20260131-03-11-03,2,1,1336.0,1335.6,440.1,615.0,47.2,1463
20260131-03-11-03,3,1,1329.0,1297.1,484.4,670.0,49.6,1463
20260131-03-11-03,4,1,1309.0,1258.7,512.0,852.0,46.2,1463
20260131-03-11-03,5,1,1313.0,1342.5,464.6,610.0,45.0,1463
20260131-03-11-03,6,1,1308.0,1321.1,476.6,742.2,46.1,1463
20260131-03-11-03,7,1,1295.0,1296.5,482.2,687.0,47.5,1463
20260131-03-11-03,8,1,1357.0,1271.5,527.9,863.0,48.3,1463
20260131-03-11-03,9,1,1350.0,1338.8,447.2,582.0,46.4,1463
20260131-03-11-03,10,1,1339.0,1309.2,492.1,794.0,47.1,1463
20260131-03-11-03,11,1,1353.0,1364.4,437.7,663.0,46.9,1463
20260131-03-11-03,12,1,1302.0,1289.9,503.6,799.0,46.1,1463
20260131-03-11-03,13,0,1553.0,1456.4,539.0,521.0,44.3,1463
20260131-03-11-03,14,1,1334.0,1323.5,495.7,745.0,44.2,1463
20260131-03-11-03,15,1,1297.0,1264.8,542.3,858.2,45.4,1463
20260131-03-11-03,16,1,1330.0,1352.5,491.9,736.0,42.2,1463
20260131-03-11-03,17,0,1527.0,1466.4,499.8,527.0,43.4,1463
20260131-03-11-03,18,1,1251.0,1158.7,597.6,1011.2,46.9,1463
20260131-06-44-14,0,1,969.0,1164.6,471.6,691.0,55.7,1463
20260131-06-44-14,1,0,1576.0,1484.7,494.3,453.0,46.0,1463
20260131-06-44-14,2,1,1155.0,1239.3,377.3,580.0,57.2,1463
20260131-06-44-14,3,1,1070.0,1199.1,445.1,665.0,57.0,1463
20260131-06-44-14,4,1,758.0,937.0,481.1,730.0,60.1,1463
20260131-06-44-14,5,1,751.0,1063.1,496.3,799.0,57.8,1463
20260131-06-44-14,6,1,372.0,490.8,371.5,62.0,68.4,1463
20260131-06-44-14,7,1,613.0,926.8,532.1,921.0,63.2,1463
20260131-06-44-14,8,1,662.0,891.3,445.1,717.0,61.9,1463
20260131-06-44-14,9,1,1325.0,1336.7,451.6,652.0,45.4,1463
20260131-06-44-14,10,1,1331.0,1296.6,490.7,752.0,47.6,1463
20260131-06-44-14,11,1,768.0,1040.3,429.8,715.0,59.1,1463
20260131-06-44-14,12,1,867.0,1091.2,438.2,686.0,56.1,1463
20260131-06-44-14,13,0,1574.0,1473.1,518.9,490.0,45.8,1463
20260131-06-44-14,14,1,971.0,1168.0,436.4,685.0,56.5,1463
20260131-06-44-14,15,1,1427.0,1344.8,543.2,810.0,45.1,1463
20260131-06-44-14,16,1,1006.0,1211.1,424.4,660.0,51.9,1463
20260131-06-44-14,17,0,1529.0,1461.9,500.4,524.0,43.5,1463
20260131-06-44-14,18,1,1359.0,1249.1,571.5,907.0,49.0,1463
20260131-09-02-48,0,1,1121.0,1229.9,439.5,603.0,55.4,1463
20260131-09-02-48,1,0,1555.0,1473.2,502.4,462.0,45.6,1463
20260131-09-02-48,2,1,934.0,1159.5,432.7,695.0,56.7,1463
20260131-09-02-48,3,1,1035.0,1171.0,412.4,639.0,60.0,1463
20260131-09-02-48,4,1,670.0,951.0,496.5,784.0,61.7,1463
20260131-09-02-48,5,1,1028.0,1188.0,451.0,711.0,56.9,1463
20260131-09-02-48,6,1,1238.0,1214.5,402.2,597.0,55.9,1463
20260131-09-02-48,7,1,422.0,537.9,364.4,60.0,68.8,1463
20260131-09-02-48,8,1,564.0,846.5,527.5,885.0,64.8,1463
20260131-09-02-48,9,1,1382.0,1379.0,444.6,596.0,46.9,1463
20260131-09-02-48,10,1,795.0,1026.5,427.5,636.0,58.6,1463
20260131-09-02-48,11,1,1275.0,1267.1,395.2,620.0,55.1,1463
20260131-09-02-48,12,1,1291.0,1275.3,399.4,578.0,54.0,1463
20260131-09-02-48,13,0,1569.0,1482.4,512.9,494.0,45.9,1463
20260131-09-02-48,14,1,1283.0,1271.4,422.3,666.0,55.9,1463
20260131-09-02-48,15,1,782.0,1018.2,479.4,733.0,56.9,1463
20260131-09-02-48,16,1,981.0,1186.1,435.0,673.0,52.0,1463
20260131-09-02-48,17,0,1549.0,1482.7,494.6,529.0,44.4,1463
20260131-09-02-48,18,1,1063.0,1186.0,499.6,689.0,55.9,1463
20260131-12-14-40,0,1,761.0,1063.4,514.1,869.0,59.8,1463
20260131-12-14-40,1,0,1557.0,1452.5,526.7,488.0,44.9,1463
20260131-12-14-40,2,1,1313.0,1320.2,368.5,525.0,56.0,1463
20260131-12-14-40,3,1,1199.0,1262.9,425.3,555.0,54.4,1463
20260131-12-14-40,4,1,799.0,1014.5,513.7,895.0,58.4,1463
20260131-12-14-40,5,1,1274.0,1231.1,400.9,615.0,56.7,1463
20260131-12-14-40,6,1,1086.0,1172.4,424.5,638.0,56.6,1463
20260131-12-14-40,7,1,579.0,785.9,442.8,148.0,64.4,1463
20260131-12-14-40,8,1,928.0,1150.9,470.7,753.0,57.3,1463
20260131-12-14-40,9,1,1411.0,1364.4,448.8,624.5,47.8,1463
20260131-12-14-40,10,1,652.0,961.7,498.9,848.0,60.6,1463
20260131-12-14-40,11,1,662.0,951.6,498.2,786.0,59.3,1463
20260131-12-14-40,12,1,952.0,1163.2,430.2,658.0,55.3,1463
20260131-12-14-40,13,0,1570.0,1459.9,536.1,506.0,45.4,1463
20260131-12-14-40,14,1,1280.0,1278.0,418.5,666.0,55.5,1463
20260131-12-14-40,15,1,761.0,1042.4,514.4,810.0,56.5,1463
20260131-12-14-40,16,1,997.0,1192.3,477.3,685.0,47.9,1463
20260131-12-14-40,17,0,1548.0,1470.0,509.7,504.0,43.0,1463
20260131-12-14-40,18,1,1013.0,1111.8,464.0,600.0,56.0,1463
20260131-15-15-55,0,1,480.0,705.8,495.5,130.0,68.2,1463
20260131-15-15-55,1,0,1565.0,1443.6,547.1,496.0,44.9,1463
20260131-15-15-55,2,1,1207.0,1274.4,382.7,538.0,53.3,1463
20260131-15-15-55,3,1,766.0,998.6,480.5,736.0,59.4,1463
20260131-15-15-55,4,1,799.0,1043.4,426.1,655.0,59.9,1463
20260131-15-15-55,5,1,1052.0,1183.7,479.4,832.0,57.9,1463
20260131-15-15-55,6,1,1156.0,1216.7,408.9,624.0,55.2,1463
20260131-15-15-55,7,1,679.0,916.9,475.5,678.0,61.6,1463
20260131-15-15-55,8,1,1231.0,1248.7,417.9,569.0,54.7,1463
20260131-15-15-55,9,1,1353.0,1368.6,461.0,670.0,47.0,1463
20260131-15-15-55,10,1,562.0,719.2,401.3,83.0,65.5,1463
20260131-15-15-55,11,1,871.0,1156.8,479.6,822.0,55.9,1463
20260131-15-15-55,12,1,1151.0,1250.9,431.3,656.0,54.4,1463
20260131-15-15-55,13,0,1540.0,1435.6,556.0,529.0,45.5,1463
20260131-15-15-55,14,1,1288.0,1285.2,433.8,666.0,54.5,1463
20260131-15-15-55,15,1,743.0,980.9,468.7,632.0,57.6,1463
20260131-15-15-55,16,1,926.0,1174.4,510.1,842.0,50.7,1463
20260131-15-15-55,17,0,1518.0,1454.3,513.7,517.0,44.5,1463
20260131-15-15-55,18,1,995.0,1131.5,484.4,658.0,58.6,1463
20260131-18-27-50,0,1,1326.0,1175.2,598.6,1111.0,46.3,1463
20260131-18-27-50,1,0,1493.0,1419.1,520.7,462.0,45.1,1463
20260131-18-27-50,2,1,1335.0,1361.8,373.1,484.0,55.5,1463
20260131-18-27-50,3,1,1330.0,1365.2,422.6,415.0,54.4,1463
20260131-18-27-50,4,1,1347.0,1301.9,499.2,803.0,48.8,1463
20260131-18-27-50,5,1,1307.0,1305.7,362.9,490.0,55.4,1463
20260131-18-27-50,6,1,1292.0,1268.1,489.4,710.0,48.8,1463
20260131-18-27-50,7,1,667.0,913.7,459.6,707.0,62.6,1463
20260131-18-27-50,8,1,1008.0,1167.6,424.6,668.5,58.0,1463
20260131-18-27-50,9,1,1439.0,1381.6,440.0,621.0,48.5,1463
20260131-18-27-50,10,1,727.0,995.3,459.5,758.0,58.0,1463
20260131-18-27-50,11,1,761.0,1053.9,484.3,796.0,57.1,1463
20260131-18-27-50,12,1,1294.0,1278.4,501.4,800.0,46.5,1463
20260131-18-27-50,13,0,1525.0,1438.0,538.1,521.0,45.0,1463
20260131-18-27-50,14,1,1303.0,1258.4,522.2,924.0,44.4,1463
20260131-18-27-50,15,1,1325.0,1268.5,532.0,779.0,45.6,1463
20260131-18-27-50,16,1,1335.0,1301.3,522.1,879.0,42.5,1463
20260131-18-27-50,17,0,1547.0,1476.9,495.0,512.0,42.1,1463
20260131-18-27-50,18,1,1275.0,1165.9,583.4,995.0,47.7,1463
20260131-21-07-44,0,1,1326.0,1225.2,555.2,973.0,45.9,1463
20260131-21-07-44,1,0,1533.0,1441.0,534.2,496.0,44.2,1463
20260131-21-07-44,2,1,1104.0,1205.7,357.4,508.0,53.5,1463
20260131-21-07-44,3,1,1294.0,1205.2,510.5,843.0,49.6,1463
20260131-21-07-44,4,1,1326.0,1288.9,490.0,817.0,49.4,1463
20260131-21-07-44,5,1,753.0,1026.5,464.5,721.0,58.3,1463
20260131-21-07-44,6,1,1316.0,1318.6,489.6,746.0,45.4,1463
20260131-21-07-44,7,1,1303.0,1246.4,503.4,850.0,49.9,1463
20260131-21-07-44,8,1,555.0,777.5,474.9,170.0,67.8,1463
20260131-21-07-44,9,1,1317.0,1344.7,437.1,563.0,45.5,1463
20260131-21-07-44,10,1,1286.0,1216.3,541.5,1012.0,48.1,1463
20260131-21-07-44,11,1,1347.0,1329.5,478.9,742.0,46.0,1463
20260131-21-07-44,12,1,1309.0,1260.2,506.4,916.0,46.3,1463
20260131-21-07-44,13,0,1550.0,1455.6,538.9,524.0,44.9,1463
20260131-21-07-44,14,1,1294.0,1171.8,576.1,1100.0,46.2,1463
20260131-21-07-44,15,1,1308.0,1246.6,547.1,887.0,45.9,1463
20260131-21-07-44,16,1,1336.0,1327.2,500.7,750.0,42.3,1463
20260131-21-07-44,17,0,1527.0,1458.0,508.1,532.0,43.2,1463
20260131-21-07-44,18,1,1184.0,1151.4,594.1,1022.0,46.4,1463
20260201-01-12-54,0,1,1344.0,1235.7,585.5,1132.0,46.3,1463
20260201-01-12-54,1,0,1535.0,1470.2,509.7,513.0,46.2,1463
20260201-01-12-54,2,1,1340.0,1360.3,421.5,543.0,47.9,1463
20260201-01-12-54,3,1,1322.0,1302.3,481.9,696.2,49.7,1463
20260201-01-12-54,4,1,1316.0,1260.5,505.0,810.0,46.4,1463
20260201-01-12-54,5,1,1352.0,1370.0,472.6,627.0,46.4,1463
20260201-01-12-54,6,1,1289.0,1247.2,517.3,897.0,47.7,1463
20260201-01-12-54,7,1,1298.0,1247.7,533.0,967.0,47.8,1463
20260201-01-12-54,8,1,1306.0,1259.2,503.6,731.0,47.6,1463
20260201-01-12-54,9,1,1398.0,1359.0,439.0,559.0,46.3,1463
20260201-01-12-54,10,1,1289.0,1254.7,498.8,869.0,46.8,1463
20260201-01-12-54,11,1,1320.0,1345.8,472.1,699.0,45.3,1463
20260201-01-12-54,12,1,1292.0,1228.8,521.8,936.0,47.3,1463
20260201-01-12-54,13,0,1545.0,1451.5,535.8,522.0,44.5,1463
20260201-01-12-54,14,1,1327.0,1309.8,512.7,813.0,44.9,1463
20260201-01-12-54,15,1,1298.0,1271.1,531.6,820.0,45.5,1463
20260201-01-12-54,16,1,1334.0,1367.3,481.6,680.0,42.3,1463
20260201-01-12-54,17,0,1529.0,1453.0,511.6,528.0,43.1,1463
20260201-01-12-54,18,1,1234.0,1169.8,595.1,992.0,46.1,1463
20260201-04-24-46,0,1,1332.0,1239.6,555.9,953.0,45.7,1463
20260201-04-24-46,1,0,1526.0,1464.9,495.7,503.0,45.9,1463
20260201-04-24-46,2,1,1333.0,1297.6,471.0,732.0,47.1,1463
20260201-04-24-46,3,1,1380.0,1355.9,476.2,729.0,51.6,1463
20260201-04-24-46,4,1,1296.0,1285.5,401.3,562.0,56.1,1463
20260201-04-24-46,5,1,1324.0,1353.8,478.5,643.5,45.0,1463
20260201-04-24-46,6,1,1303.0,1319.6,490.4,728.0,45.4,1463
20260201-04-24-46,7,1,1296.0,1317.2,465.4,665.0,47.1,1463
20260201-04-24-46,8,1,1337.0,1284.1,535.7,908.2,47.1,1463
20260201-04-24-46,9,1,1338.0,1339.5,451.1,645.0,45.7,1463
20260201-04-24-46,10,1,1362.0,1303.4,493.1,827.0,47.0,1463
20260201-04-24-46,11,1,1395.0,1393.1,425.2,592.0,47.4,1463
20260201-04-24-46,12,1,1332.0,1313.2,488.8,746.0,46.2,1463
20260201-04-24-46,13,0,1547.0,1464.6,523.3,523.0,44.1,1463
20260201-04-24-46,14,1,1325.0,1332.0,495.6,753.0,44.7,1463
20260201-04-24-46,15,1,1301.0,1251.9,549.8,902.0,46.0,1463
20260201-04-24-46,16,1,1350.0,1337.7,519.4,854.0,42.8,1463
20260201-04-24-46,17,0,1535.0,1475.5,496.7,477.0,45.2,1463
20260201-04-24-46,18,1,906.0,1041.7,461.4,660.0,59.0,1463
20260201-07-36-39,0,1,879.0,1145.0,484.2,783.0,57.5,1463
20260201-07-36-39,1,0,1590.0,1499.2,477.2,454.0,45.3,1463
20260201-07-36-39,2,1,774.0,1028.0,472.0,778.0,58.4,1463
20260201-07-36-39,3,1,961.0,1142.0,439.0,686.0,58.0,1463
20260201-07-36-39,4,1,1332.0,1324.7,467.1,687.0,47.0,1463
20260201-07-36-39,5,1,1317.0,1345.7,391.0,570.0,56.1,1463
20260201-07-36-39,6,1,1276.0,1214.3,452.9,765.0,57.7,1463
20260201-07-36-39,7,1,791.0,1029.2,410.6,627.0,60.5,1463
20260201-07-36-39,8,1,1299.0,1224.7,483.0,813.0,57.1,1463
20260201-07-36-39,9,1,946.0,1157.3,392.0,621.0,57.7,1463
20260201-07-36-39,10,1,688.0,936.1,447.6,684.0,61.8,1463
20260201-07-36-39,11,1,869.0,1135.2,461.4,767.0,56.7,1463
20260201-07-36-39,12,1,941.0,1143.4,409.6,618.0,55.8,1463
20260201-07-36-39,13,0,1587.0,1493.3,499.5,475.0,45.5,1463
20260201-07-36-39,14,1,972.0,1191.9,456.4,744.0,56.3,1463
20260201-07-36-39,15,1,324.0,444.0,374.5,66.0,66.3,1463
20260201-07-36-39,16,1,933.0,1155.2,435.6,710.0,54.3,1463
20260201-07-36-39,17,0,1579.0,1500.7,476.6,464.2,44.7,1463
20260201-07-36-39,18,1,980.0,1124.3,493.6,662.0,55.3,1463
20260201-10-48-31,0,1,868.0,1147.3,490.5,798.0,55.5,1463
20260201-10-48-31,1,0,1565.0,1468.3,515.3,474.0,46.4,1463
20260201-10-48-31,2,1,1307.0,1287.1,371.6,522.0,55.9,1463
20260201-10-48-31,3,1,1043.0,1197.1,421.4,597.0,56.2,1463
20260201-10-48-31,4,1,859.0,1029.3,508.1,877.0,58.5,1463
20260201-10-48-31,5,1,1222.0,1253.6,438.8,700.0,55.6,1463
20260201-10-48-31,6,1,924.0,1154.8,477.4,749.0,55.0,1463
20260201-10-48-31,7,1,499.0,739.5,485.9,168.0,65.3,1463
20260201-10-48-31,8,1,998.0,1181.2,445.9,683.0,56.5,1463
20260201-10-48-31,9,1,1416.0,1392.1,419.0,499.0,46.7,1463
20260201-10-48-31,10,1,647.0,869.8,442.6,660.0,63.0,1463
20260201-10-48-31,11,1,643.0,927.5,493.8,781.0,60.4,1463
20260201-10-48-31,12,1,930.0,1154.6,468.4,735.0,54.8,1463
20260201-10-48-31,13,0,1591.0,1488.3,515.6,486.0,45.8,1463
20260201-10-48-31,14,1,1063.0,1235.4,439.6,689.0,56.2,1463
20260201-10-48-31,15,1,583.0,935.4,582.5,939.0,56.6,1463
20260201-10-48-31,16,1,822.0,1048.9,448.7,696.0,53.7,1463
20260201-10-48-31,17,0,1572.0,1490.3,489.9,499.0,42.7,1463
20260201-10-48-31,18,1,940.0,1079.4,486.4,689.0,56.6,1463
20260201-13-39-05,0,1,1018.0,1200.9,478.1,681.0,54.0,1463
20260201-13-39-05,1,0,1554.0,1449.1,525.4,461.0,45.0,1463
20260201-13-39-05,2,1,1311.0,1316.3,384.0,565.0,56.2,1463
20260201-13-39-05,3,1,1182.0,1253.9,420.4,579.0,58.0,1463
20260201-13-39-05,4,1,934.0,1083.7,493.7,856.0,57.1,1463
20260201-13-39-05,5,1,732.0,1076.0,531.8,881.0,57.6,1463
20260201-13-39-05,6,1,1261.0,1218.5,429.0,666.0,57.2,1463
20260201-13-39-05,7,1,723.0,944.4,412.8,618.0,61.9,1463
20260201-13-39-05,8,1,913.0,1119.1,433.1,657.0,58.5,1463
20260201-13-39-05,9,1,1370.0,1374.4,432.0,527.0,46.0,1463
20260201-13-39-05,10,1,651.0,993.0,521.5,875.0,60.7,1463
20260201-13-39-05,11,1,570.0,832.3,494.8,739.0,62.6,1463
20260201-13-39-05,12,1,1148.0,1246.0,429.6,623.2,53.6,1463
20260201-13-39-05,13,0,1526.0,1446.0,526.3,508.0,45.9,1463
20260201-13-39-05,14,1,1280.0,1260.8,419.0,642.0,55.5,1463
20260201-13-39-05,15,1,674.0,941.3,499.9,738.0,58.5,1463
20260201-13-39-05,16,1,929.0,1140.6,464.3,712.0,51.7,1463
20260201-13-39-05,17,0,1538.0,1462.8,514.4,506.0,43.9,1463
20260201-13-39-05,18,1,999.0,1117.8,470.5,646.0,54.8,1463
20260201-16-40-17,0,1,478.0,740.4,525.3,172.0,68.2,1463
20260201-16-40-17,1,0,1557.0,1437.4,555.1,505.0,45.8,1463
20260201-16-40-17,2,1,1143.0,1212.4,383.9,571.0,56.3,1463
20260201-16-40-17,3,1,830.0,1076.5,476.8,738.0,59.1,1463
20260201-16-40-17,4,1,914.0,1165.7,463.8,725.0,59.0,1463
20260201-16-40-17,5,1,760.0,1090.9,525.7,911.0,59.7,1463
20260201-16-40-17,6,1,1307.0,1287.7,400.1,652.0,53.1,1463
20260201-16-40-17,7,1,1146.0,1270.6,405.7,612.0,55.1,1463
20260201-16-40-17,8,1,975.0,1161.9,416.3,648.0,59.9,1463
20260201-16-40-17,9,1,1287.0,1276.3,374.9,605.0,56.7,1463
20260201-16-40-17,10,1,891.0,1133.8,449.7,683.0,55.7,1463
20260201-16-40-17,11,1,1303.0,1328.0,408.9,578.0,53.8,1463
20260201-16-40-17,12,1,856.0,1096.0,450.2,669.0,56.9,1463
20260201-16-40-17,13,0,1593.0,1481.4,537.7,515.0,47.1,1463
20260201-16-40-17,14,1,1053.0,1217.2,432.3,670.0,56.4,1463
20260201-16-40-17,15,1,581.0,782.6,488.9,126.0,60.9,1463
20260201-16-40-17,16,1,900.0,1079.7,433.9,621.0,53.5,1463
20260201-16-40-17,17,0,1515.0,1432.4,533.3,512.0,42.9,1463
20260201-16-40-17,18,1,1146.0,1192.3,483.1,571.0,56.4,1463
20260201-19-52-10,0,1,1332.0,1262.9,541.2,874.0,46.4,1463
20260201-19-52-10,1,0,1499.0,1409.8,547.7,532.0,46.0,1463
20260201-19-52-10,2,1,1345.0,1299.7,474.1,746.0,48.9,1463
20260201-19-52-10,3,1,1330.5,1306.1,502.8,764.0,51.2,1463
20260201-19-52-10,4,1,1359.0,1298.0,525.0,942.0,50.2,1463
20260201-19-52-10,5,1,1315.0,1330.1,377.7,504.0,55.7,1463
20260201-19-52-10,6,1,1295.0,1255.9,503.3,767.0,48.1,1463
20260201-19-52-10,7,1,375.0,556.1,425.1,123.0,68.7,1463
20260201-19-52-10,8,1,955.0,1150.1,431.8,671.0,59.2,1463
20260201-19-52-10,9,1,1321.0,1340.6,452.5,643.8,47.5,1463
20260201-19-52-10,10,1,318.0,330.6,58.4,49.0,71.5,1463
20260201-19-52-10,11,1,701.0,1038.6,532.5,876.0,57.8,1463
20260201-19-52-10,12,1,1310.0,1274.3,516.5,850.0,47.3,1463
20260201-19-52-10,13,0,1547.0,1441.1,551.7,530.0,47.1,1463
20260201-19-52-10,14,1,1296.0,1347.0,417.2,566.0,52.8,1463
20260201-19-52-10,15,1,308.0,344.2,177.7,55.0,69.6,1463
20260201-19-52-10,16,1,338.0,447.0,345.1,81.0,64.6,1463
20260201-19-52-10,17,0,1549.0,1467.1,525.7,545.0,42.6,1463
20260201-19-52-10,18,1,1282.0,1174.2,606.9,1064.0,48.5,1463
20260201-23-25-18,0,1,1333.0,1251.6,553.4,960.0,46.4,1463
20260201-23-25-18,1,0,1515.0,1442.3,519.1,508.0,46.2,1463
20260201-23-25-18,2,1,1339.0,1309.1,476.5,724.0,47.5,1463
20260201-23-25-18,3,1,1335.0,1309.1,488.8,695.8,50.0,1463
20260201-23-25-18,4,1,1308.0,1233.4,543.9,981.0,47.4,1463
20260201-23-25-18,5,1,1323.0,1335.0,502.2,722.0,45.6,1463
20260201-23-25-18,6,1,1307.0,1323.3,501.9,765.0,45.9,1463
20260201-23-25-18,7,1,1294.0,1282.2,511.4,799.0,50.0,1463
20260201-23-25-18,8,1,1336.0,1292.5,507.8,767.0,50.1,1463
20260201-23-25-18,9,1,1325.0,1334.2,448.6,657.0,48.7,1463
20260201-23-25-18,10,1,1305.0,1290.3,503.6,867.0,48.3,1463
20260201-23-25-18,11,1,1337.0,1359.4,445.3,648.0,46.8,1463
20260201-23-25-18,12,1,1306.0,1273.3,523.1,880.0,48.0,1463
20260201-23-25-18,13,0,1546.0,1444.2,549.8,526.0,45.6,1463
20260201-23-25-18,14,1,1354.0,1306.6,499.0,844.0,47.0,1463
20260201-23-25-18,15,1,1311.0,1252.6,543.2,837.0,47.8,1463
20260201-23-25-18,16,1,1329.0,1326.1,522.7,809.0,43.5,1463
20260201-23-25-18,17,0,1529.0,1448.1,527.6,534.0,45.3,1463
20260201-23-25-18,18,1,1226.0,1143.2,604.9,1011.0,48.8,1463
20260202-00-50-34,0,1,1336.0,1202.5,608.7,1172.0,47.5,1463
20260202-00-50-34,1,0,1520.0,1438.5,525.9,504.0,46.4,1463
20260202-00-50-34,2,1,1336.0,1290.9,473.3,724.0,48.0,1463
20260202-00-50-34,3,1,1319.0,1284.7,492.8,690.0,50.8,1463
20260202-00-50-34,4,1,1316.0,1256.7,524.1,918.0,46.9,1463
20260202-00-50-34,5,1,1337.0,1359.4,489.0,667.5,45.9,1463
20260202-00-50-34,6,1,1305.0,1302.5,510.5,812.0,46.7,1463
20260202-00-50-34,7,1,1298.0,1296.6,501.9,780.0,49.0,1463
20260202-00-50-34,8,1,1344.0,1293.4,516.8,808.0,50.1,1463
20260202-00-50-34,9,1,1359.0,1357.4,454.8,686.0,49.1,1463
20260202-00-50-34,10,1,1299.0,1285.2,494.1,858.0,48.4,1463
20260202-00-50-34,11,1,1341.0,1357.2,453.7,661.0,47.2,1463
20260202-00-50-34,12,1,1307.0,1270.9,531.3,942.0,48.1,1463
20260202-00-50-34,13,0,1550.0,1434.7,553.9,520.0,45.9,1463
20260202-00-50-34,14,1,1351.0,1314.3,491.8,809.0,46.9,1463
20260202-00-50-34,15,1,1316.0,1276.8,530.6,799.0,47.2,1463
20260202-00-50-34,16,1,1356.0,1363.7,500.1,707.0,43.5,1463
20260202-00-50-34,17,0,1532.0,1455.2,516.0,529.0,45.2,1463
20260202-00-50-34,18,1,1257.0,1165.5,599.9,1009.0,48.7,1463
20260202-04-23-42,0,1,1336.0,1267.0,541.5,876.0,46.8,1463
20260202-04-23-42,1,0,1526.0,1452.4,514.4,506.0,46.6,1463
20260202-04-23-42,2,1,1336.0,1298.3,475.5,738.0,48.1,1463
20260202-04-23-42,3,1,1329.0,1303.6,484.8,688.0,50.3,1463
20260202-04-23-42,4,1,1309.0,1249.6,519.8,881.0,47.4,1463
20260202-04-23-42,5,1,1394.0,1371.4,489.3,633.0,46.1,1463
20260202-04-23-42,6,1,1303.0,1258.5,526.8,958.0,48.6,1463
20260202-04-23-42,7,1,1298.0,1316.3,484.5,715.0,48.2,1463
20260202-04-23-42,8,1,1318.0,1268.1,548.1,938.0,48.6,1463
20260202-04-23-42,9,1,1414.0,1376.2,452.2,594.0,47.6,1463
20260202-04-23-42,10,1,1310.0,1277.7,512.5,882.0,49.5,1463
20260202-04-23-42,11,1,1426.0,1421.9,427.2,605.0,49.0,1463
20260202-04-23-42,12,1,1315.0,1319.8,502.3,800.2,47.4,1463
20260202-04-23-42,13,0,1538.0,1441.4,542.7,531.0,46.4,1463
20260202-04-23-42,14,1,1407.0,1360.5,493.0,665.0,46.6,1463
20260202-04-23-42,15,1,1329.0,1267.8,543.4,836.0,47.4,1463
20260202-04-23-42,16,1,1380.0,1355.0,516.9,792.0,44.0,1463
20260202-04-23-42,17,0,1533.0,1462.0,512.1,534.0,45.0,1463
20260202-04-23-42,18,1,1281.0,1173.2,602.4,1013.0,48.7,1463
20260202-07-03-34,0,1,801.0,1067.2,498.8,794.0,59.5,1463
20260202-07-03-34,1,0,1533.0,1447.4,525.5,496.0,47.1,1463
20260202-07-03-34,2,1,966.0,1179.4,442.9,707.0,55.6,1463
20260202-07-03-34,3,1,1355.0,1291.7,533.3,872.0,50.3,1463
20260202-07-03-34,4,1,1097.0,1152.9,443.1,671.0,56.5,1463
20260202-07-03-34,5,1,782.0,1097.7,511.8,870.0,59.8,1463
20260202-07-03-34,6,1,809.0,1081.5,471.0,795.0,59.8,1463
20260202-07-03-34,7,1,1131.0,1236.9,383.6,591.0,56.3,1463
20260202-07-03-34,8,1,781.0,1054.2,469.5,744.0,59.2,1463
20260202-07-03-34,9,1,1432.0,1397.7,426.7,526.0,47.3,1463
20260202-07-03-34,10,1,876.0,1104.7,441.1,720.0,58.1,1463
20260202-07-03-34,11,1,808.0,1102.7,482.6,809.0,58.0,1463
20260202-07-03-34,12,1,897.0,1166.0,461.4,744.0,56.2,1463
20260202-07-03-34,13,0,1560.0,1461.1,537.0,527.0,45.2,1463
20260202-07-03-34,14,1,1316.0,1289.2,525.6,910.0,47.2,1463
20260202-07-03-34,15,1,1334.0,1301.6,515.1,733.0,49.6,1463
20260202-07-03-34,16,1,1024.0,1203.0,489.3,805.0,51.3,1463
20260202-07-03-34,17,0,1516.0,1441.7,512.2,518.0,45.8,1463
20260202-07-03-34,18,1,402.0,483.7,271.2,106.0,72.1,1463
20260202-10-04-45,0,1,819.0,1080.7,481.7,729.0,58.4,1463
20260202-10-04-45,1,0,1573.0,1459.8,530.9,485.0,47.5,1463
20260202-10-04-45,2,1,1344.0,1388.3,407.0,516.0,55.9,1463
20260202-10-04-45,3,1,1139.0,1247.5,445.3,621.0,56.5,1463
20260202-10-04-45,4,1,1325.0,1261.7,513.1,841.0,48.6,1463
20260202-10-04-45,5,1,477.0,869.0,595.2,993.0,62.9,1463
20260202-10-04-45,6,1,781.0,1092.8,505.8,854.0,60.4,1463
20260202-10-04-45,7,1,976.0,1202.4,450.6,708.0,56.5,1463
20260202-10-04-45,8,1,902.0,1109.5,465.0,698.0,57.9,1463
20260202-10-04-45,9,0,1529.0,1509.3,443.3,519.0,44.1,1463
20260202-10-04-45,10,1,638.0,945.6,516.3,862.0,62.2,1463
20260202-10-04-45,11,1,573.0,947.7,580.1,966.0,61.1,1463
20260202-10-04-45,12,1,1053.0,1225.9,467.0,751.0,55.0,1463
20260202-10-04-45,13,0,1575.0,1491.5,498.3,454.0,44.4,1463
